Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Oriental Bank of Commerce,0.476,3.442,-0.0068,34.637,1863,Financials,Regional Banks,Asia,India,India,,Animesh Chauhan,http://www.forbes.com/companies/oriental-bank-of-commerce/,-0.000196321852354419,-0.00197559558396281
Nelnet,1.769,1.222,0.2651,30.486,1864,Financials,Consumer Financial Services,North America,United States,Nebraska,Nebraska,Jeffrey Noordhoek,http://www.forbes.com/companies/nelnet/,0.00869579479105163,0.216939443535188
Shanghai RAAS Blood Products,15.806,0.319,0.2295,1.78,1865,Health Care,Biotechs,Asia,China,China,,Qiu He,http://www.forbes.com/companies/raas-blood-products/,0.128932584269663,0.719435736677116
Reliance Steel,5.185,8.899,0.3024,7.52,1866,Materials,Iron & Steel,North America,United States,California,California,Gregg Mollins,http://www.forbes.com/companies/reliance-steel/,0.0402127659574468,0.0339813462186763
Haseko,2.996,6.036,0.4283,4.92,1867,Industrials,Construction Services,Asia,Japan,Japan,,Ikuo Oguri,http://www.forbes.com/companies/haseko/,0.0870528455284553,0.0709575878064944
Kawasaki Kisen Kaisha,2.136,10.863,0.0255,9.785,1867,Industrials,Other Transportation,Asia,Japan,Japan,,Eizo Murakami,http://www.forbes.com/companies/kawasaki-kisen-kaisha/,0.0026060296371998,0.00234741784037559
LinkedIn,15.778,2.993,-0.1592,7.011,1867,Information Technology,Computer Services,North America,United States,California,California,Jeffrey Weiner,http://www.forbes.com/companies/linkedin/,-0.0227071744401655,-0.0531907784831273
Enagas,7.095,1.286,0.4576,8.421,1870,Utilities,Natural Gas Utilities,Europe,Spain,Spain,,Marcelino Arburúa,http://www.forbes.com/companies/enagas/,0.0543403396271227,0.355832037325039
Bolsas & Mercados,2.844,0.376,0.1924,33.971,1871,Financials,Investment Services,Europe,Spain,Spain,,Antonio Martínez,http://www.forbes.com/companies/bolsas-mercados/,0.00566365429336787,0.511702127659574
Daewoo Securities,2.424,1.187,0.264,29.715,1872,Financials,Investment Services,Asia,South Korea,South Korea,,Sung-Guk Hong,http://www.forbes.com/companies/daewoo-securities/,0.00888440181726401,0.222409435551811
JB Financial Group,0.804,1.726,0.1013,33.953,1872,Financials,Regional Banks,Asia,South Korea,South Korea,,Han Kim,http://www.forbes.com/companies/jb-financial-group/,0.00298353606455983,0.0586906141367323
Inventec,2.326,12.454,0.1752,5.35,1874,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Kuo Huang,http://www.forbes.com/companies/inventec/,0.0327476635514019,0.0140677693913602
Barwa Real Estate,3.654,1.278,0.8394,7.807,1875,Financials,Real Estate,Asia,Qatar,Qatar,,Salman Al-Hasan Al-Muhannadi,http://www.forbes.com/companies/barwa-real-estate/,0.107518893300884,0.656807511737089
Smiths Group,6.56,4.341,0.4397,5.966,1875,Industrials,Conglomerates,Europe,United Kingdom,United Kingdom,,Andrew Smith,http://www.forbes.com/companies/smiths-group/,0.0737009721756621,0.101290025339783
Western Securities,10.523,1.07,0.3167,8.774,1875,Financials,Investment Services,Asia,China,China,,Jian Zhu,http://www.forbes.com/companies/western-securities/,0.0360952815135628,0.295981308411215
Bohai Financial Investment Holding,6.496,1.524,0.2076,20.312,1878,Financials,Rental & Leasing,Asia,China,China,,Hong Zhou,http://www.forbes.com/companies/bohai-financial-investment-holding/,0.0102205592753052,0.136220472440945
Golden Agri-Resources,4.002,6.502,-0.0167,14.596,1879,Consumer Staples,Food Processing,Asia,Singapore,Singapore,,Franky Widjaja,http://www.forbes.com/companies/golden-agri-resources/,-0.00114414908194026,-0.00256844047985235
Luzerner Kantonalbank,3.566,0.662,0.1871,33.238,1879,Financials,Regional Banks,Europe,Switzerland,Switzerland,,Daniel Salzmann,http://www.forbes.com/companies/luzerner-kantonalbank/,0.00562909922378001,0.282628398791541
Sonova Holding,8.774,2.142,0.3598,2.676,1879,Health Care,Medical Equipment & Supplies,Europe,Switzerland,Switzerland,,Lukas Braunschweiler,http://www.forbes.com/companies/sonova-holding/,0.134454409566517,0.16797385620915
"First Solar,",6.29,3.577,0.5457,7.316,1882,Information Technology,Electronics,North America,United States,Arizona,Arizona,James Hughes,http://www.forbes.com/companies/first-solar/,0.0745899398578458,0.152558009505172
US Steel,2.864,11.574,-1.508,9.19,1883,Materials,Iron & Steel,North America,United States,Pennsylvania,Pennsylvania,Mario Filho,http://www.forbes.com/companies/us-steel/,-0.164091403699674,-0.130292033869017
Vipshop Holdings,7.785,6.282,0.2489,3.085,1883,,,Asia,China,China,,Ya Shen,http://www.forbes.com/companies/vipshop-holdings/,0.0806807131280389,0.0396211397644062
Thomas Cook Group,2.028,11.801,0.0355,9.025,1885,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,United Kingdom,,Peter Fankhauser,http://www.forbes.com/companies/thomas-cook-group/,0.00393351800554017,0.00300821964240319
Banca CARIGE,0.693,1.325,-0.1129,32.914,1886,Financials,Regional Banks,Europe,Italy,Italy,,Piero Montani,http://www.forbes.com/companies/banca-carige/,-0.00343015130339673,-0.0852075471698113
Dick's Sporting Goods,5.3,7.271,0.3304,3.559,1886,Consumer Discretionary,Specialty Stores,North America,United States,Pennsylvania,Pennsylvania,Edward Stack,http://www.forbes.com/companies/dicks-sporting-goods/,0.0928350660297837,0.0454407921881447
Petro Rabigh,3.018,6.802,-0.2022,13.677,1888,Materials,Diversified Chemicals,Asia,Saudi Arabia,Saudi Arabia,,Abdullah Al-Suwailem,http://www.forbes.com/companies/petro-rabigh/,-0.0147839438473349,-0.0297265510144075
Prada,8.561,3.911,0.3647,5.147,1889,Consumer Discretionary,Apparel/Accessories,Europe,Italy,Italy,,Patrizio Bertelli,http://www.forbes.com/companies/prada/,0.0708568097921119,0.0932498082331884
Soochow Securities,5.816,1.55,0.406,12.482,1890,Financials,Investment Services,Asia,China,China,,Li Fan,http://www.forbes.com/companies/soochow-securities/,0.0325268386476526,0.261935483870968
Jabal Omar Development,15.184,0.172,-0.0269,5.609,1891,Financials,Consumer Financial Services,Asia,Saudi Arabia,Saudi Arabia,,Yasser Al-Sherif,http://www.forbes.com/companies/jabal-omar-development/,-0.00479586379033696,-0.156395348837209
CR Bard,15.174,3.416,0.1314,4.943,1892,Health Care,Medical Equipment & Supplies,North America,United States,New Jersey,New Jersey,Timothy Ring,http://www.forbes.com/companies/cr-bard/,0.0265830467327534,0.0384660421545667
Delek Group,2.108,2.656,0.0018,32.645,1892,Financials,Investment Services,Asia,Israel,Israel,,Joseph Bartfeld,http://www.forbes.com/companies/delek-group/,0.0000551386123449226,0.000677710843373494
Berkeley Group Holdings,5.766,3.44,0.63,5.605,1894,Industrials,Construction Services,Europe,United Kingdom,United Kingdom,,Robert Grenville Perrins,http://www.forbes.com/companies/berkeley-group-holdings-plc/,0.112399643175736,0.183139534883721
BioMarin Pharmaceutical,15.157,0.877,-0.1718,3.729,1894,Health Care,Biotechs,North America,United States,California,California,Jean-Jacques Bienaimé,http://www.forbes.com/companies/biomarin-pharmaceutical/,-0.0460713327969965,-0.195895096921323
Latour Investment,6.683,0.935,0.488,2.524,1896,,,Europe,Sweden,Sweden,,Jan Svensson,http://www.forbes.com/companies/latour-investment/,0.193343898573693,0.52192513368984
RMB Holdings,5.817,0.032,0.6137,2.466,1897,Financials,Investment Services,Africa,South Africa,South Africa,,Hermanus Bosman,http://www.forbes.com/companies/rmb-holdings/,0.248864557988646,19.178125
Migdal Insurance,0.754,3.857,0.0906,32.276,1898,,,Asia,Israel,Israel,,Eran Czerninski,http://www.forbes.com/companies/migdal-insurance/,0.0028070392861569,0.0234897588799585
FIBI Holdings,0.514,1.001,0.0553,32.258,1899,Financials,Regional Banks,Asia,Israel,Israel,,Jacob Sitt,http://www.forbes.com/companies/fibi-holdings/,0.00171430342860686,0.0552447552447553
Aurubis,2.378,11.93,0.092,4.237,1900,Materials,Diversified Metals & Mining,Europe,Germany,Germany,,Juergen Schachler,http://www.forbes.com/companies/aurubis/,0.0217134765164031,0.0077116512992456
East Money Information,11.214,0.458,0.2941,3.655,1901,Information Technology,Computer Services,Asia,China,China,,Yiqing Bao,http://www.forbes.com/companies/east-money-information/,0.0804651162790698,0.642139737991266
Huntsman,3.625,10.299,0.093,9.82,1902,Materials,Diversified Chemicals,North America,United States,Utah,Utah,Peter Huntsman,http://www.forbes.com/companies/huntsman/,0.00947046843177189,0.00903000291290417
K+S,4.78,4.63,0.5491,9.29,1902,Materials,Diversified Chemicals,Europe,Germany,Germany,,Norbert Steiner,http://www.forbes.com/companies/k-plus-s/,0.0591065662002153,0.118596112311015
Workday,15.005,1.162,-0.2899,2.73,1904,,,North America,United States,California,California,Aneel Bhusri,http://www.forbes.com/companies/workday/,-0.106190476190476,-0.249483648881239
Permanent TSB Group,1.452,0.828,-0.4713,31.875,1905,Financials,Investment Services,Europe,Ireland,Ireland,,Jeremy Masding,http://www.forbes.com/companies/permanent-tsb-group/,-0.0147858823529412,-0.569202898550725
Konica Minolta,4.561,8.592,0.3074,8.192,1906,Consumer Discretionary,Consumer Electronics,Asia,Japan,Japan,,Richard K. Taylor,http://www.forbes.com/companies/konica-minolta/,0.0375244140625,0.0357774674115456
Inchcape,4.23,10.445,0.2686,5.053,1907,Consumer Discretionary,Specialty Stores,Europe,United Kingdom,United Kingdom,,Stefan Bomhard,http://www.forbes.com/companies/inchcape/,0.0531565406689096,0.0257156534226903
Amerco,7.002,3.235,0.4459,7.763,1908,Financials,Rental & Leasing,North America,United States,Nevada,Nevada,"Edward Shoen,",http://www.forbes.com/companies/amerco/,0.057439134355275,0.137836166924266
Kuwait Projects,2.683,1.867,0.1762,31.603,1908,Financials,Investment Services,Asia,Kuwait,Kuwait,,Hamad Al Ahmad Al Sabah,http://www.forbes.com/companies/kuwait-projects/,0.00557542005505806,0.0943760042849491
Air Canada,1.849,10.84,0.2368,9.45,1910,Industrials,Airline,North America,Canada,Canada,,Calin Rovinescu,http://www.forbes.com/companies/air-canada/,0.0250582010582011,0.0218450184501845
Jazz Pharmaceuticals,9.616,1.325,0.3295,3.36,1911,Health Care,Pharmaceuticals,Europe,Ireland,Ireland,,Bruce Cozadd,http://www.forbes.com/companies/jazz-pharmaceuticals/,0.0980654761904762,0.248679245283019
PacWest Bancorp,4.9,1.037,0.3138,21.031,1911,Financials,Regional Banks,North America,United States,California,California,Matthew Wagner,http://www.forbes.com/companies/pacwest-bancorp/,0.0149208311540107,0.302603664416586
First Citizens BancShares,3.101,1.379,0.207,31.476,1913,Financials,Regional Banks,North America,United States,North Carolina,North Carolina,Frank Holding,http://www.forbes.com/companies/first-citizens-bancshares/,0.00657643919176515,0.150108774474257
Vulcan Materials,14.55,3.422,0.2212,8.643,1914,Materials,Construction Materials,North America,United States,Alabama,Alabama,J. Hill,http://www.forbes.com/companies/vulcan-materials/,0.0255929654055305,0.0646405610753945
LG International,1.248,11.684,-0.208,4.591,1915,Industrials,Trading Companies,Asia,South Korea,South Korea,,Chi-Ho Song,http://www.forbes.com/companies/lg-international/,-0.0453060335438902,-0.0178021225607669
Guangdong Electric Power,4.308,4.143,0.5006,11.101,1916,Utilities,Electric Utilities,Asia,China,China,,Li Pan,http://www.forbes.com/companies/guangdong-electric/,0.0450950364831997,0.120830316195993
St Galler Kantonalbank,2.327,0.624,0.1385,31.157,1916,Financials,Regional Banks,Europe,Switzerland,Switzerland,,Roland Ledergerber,http://www.forbes.com/companies/st-galler-kantonalbank/,0.00444522900150849,0.221955128205128
Wanda Cinema Line,14.523,1.218,0.1887,2.384,1918,,,Asia,China,China,,Xiao Liu,http://www.forbes.com/companies/wanda-cinema-line/,0.0791526845637584,0.154926108374384
Inotera Memories,5.954,1.914,0.5693,4.807,1919,Information Technology,Semiconductors,Asia,Taiwan,Taiwan,,Pei Lee,http://www.forbes.com/companies/inotera-memories/,0.118431454129395,0.297439916405434
Columbia Pipeline Group,10.254,1.335,0.2672,10.363,1920,Energy,Oil & Gas Operations,North America,United States,,,Robert Skaggs,http://www.forbes.com/companies/columbia-pipeline-group/,0.0257840393708386,0.200149812734082
Dr. Reddy's Laboratories,8.041,2.428,0.3811,3.085,1920,Health Care,Pharmaceuticals,Asia,India,India,,Gunupati Prasad,http://www.forbes.com/companies/dr-reddys-laboratories/,0.12353322528363,0.156960461285008
China Great Wall Computer,2.489,11.635,-0.0086,6.485,1922,Information Technology,Computer Hardware,Asia,China,China,,Yue Ma,http://www.forbes.com/companies/china-great-wall-computer/,-0.00132613723978412,-0.000739149119037387
Dentsply Sirona,14.289,2.674,0.2512,4.403,1922,,,North America,United States,,,Jeffrey Slovin,http://www.forbes.com/companies/dentsply-sirona/,0.0570520099931865,0.093941660433807
Toyota Boshoku,3.322,11.617,0.1891,5.889,1924,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Shuhei Toyoda,http://www.forbes.com/companies/toyota-boshoku/,0.0321107148921718,0.0162778686407851
Andritz,5.706,7.072,0.2968,6.82,1925,Industrials,Other Industrial Equipment,Europe,Austria,Austria,,Wolfgang Leitner,http://www.forbes.com/companies/andritz/,0.0435190615835777,0.0419683257918552
Japan Securities,0.411,0.184,0.0237,30.94,1925,Financials,Investment Services,Asia,Japan,Japan,,Minoru Masubuchi,http://www.forbes.com/companies/japan-securities/,0.000765998707175178,0.128804347826087
CSN,5.17,4.59,0.3766,12.297,1927,Materials,Iron & Steel,South America,Brazil,Brazil,,Benjamin Steinbruch,http://www.forbes.com/companies/csn/,0.030625355777832,0.0820479302832244
China Development Financial,3.859,1.191,0.2686,26.387,1928,Financials,Major Banks,Asia,Taiwan,Taiwan,,Wen Yang,http://www.forbes.com/companies/china-development-financial/,0.0101792549361428,0.225524769101595
Hokkaido Electric Power,1.715,5.984,0.2005,15.135,1928,Utilities,Electric Utilities,Asia,Japan,Japan,,Yoshitaka Sato,http://www.forbes.com/companies/hokkaido-electric-power/,0.0132474397092831,0.0335060160427808
Kangwon Land,7.845,1.443,0.3902,3.148,1928,Consumer Discretionary,Casinos & Gaming,Asia,South Korea,South Korea,,Seung-Hee Ham,http://www.forbes.com/companies/kangwon-land/,0.123951715374841,0.27040887040887
Incyte,14.394,0.754,0.0065,1.007,1931,,,North America,United States,Delaware,Delaware,Hervé Hoppenot,http://www.forbes.com/companies/incyte/,0.00645481628599801,0.00862068965517241
Indian Bank,0.726,2.817,0.1715,30.846,1931,Financials,Regional Banks,Asia,India,India,,Mahesh Jain,http://www.forbes.com/companies/indian-bank/,0.0055598781041302,0.0608803691870785
Fibra Uno,7.418,0.701,0.3611,9.918,1933,,,North America,Mexico,Mexico,,André Arazi,http://www.forbes.com/companies/fibra-uno/,0.0364085501109095,0.515121255349501
Hudson's Bay,2.383,8.611,0.2962,8.988,1933,,,North America,Canada,Canada,,Gerald Storch,http://www.forbes.com/companies/hudsons-bay/,0.0329550511793502,0.0343978631982348
Sichuan Chuantou Energy,5.648,0.176,0.6162,3.729,1933,Utilities,Electric Utilities,Asia,China,China,,Qun Jin,http://www.forbes.com/companies/sichuan-chuantou-energy/,0.165245374094932,3.50113636363636
iHeartMedia,0.098,6.242,-0.7546,14.535,1933,Consumer Discretionary,Broadcasting & Cable,North America,United States,,,Robert Pittman,http://www.forbes.com/companies/iheartmedia/,-0.0519160646714826,-0.120890740147389
Great Eagle Holdings,2.697,1.088,0.4273,13.572,1937,Consumer Discretionary,Hotels & Motels,Asia,Hong Kong,Hong Kong,,Ka Shui Lo,http://www.forbes.com/companies/great-eagle-holdings/,0.0314839375184203,0.392738970588235
IHH Healthcare,14.176,2.163,0.2389,8.268,1938,,,Asia,Malaysia,Malaysia,,See Tan,http://www.forbes.com/companies/ihh-healthcare/,0.0288945331398162,0.11044845122515
Zain,4.526,3.779,0.5126,11.518,1939,Telecommunication Services,Telecommunications services,Asia,Kuwait,Kuwait,,Scott Gegenheimer,http://www.forbes.com/companies/zain/,0.0445042542108005,0.135644350357237
Aroundtown Property Holdings,2.901,0.139,0.7617,4.823,1940,Financials,Real Estate,Europe,Germany,Germany,,Shmuel Mayo,http://www.forbes.com/companies/aroundtown-property-holdings/,0.157930748496786,5.47985611510791
Bank of Nagoya,0.684,0.498,0.0622,30.093,1941,Financials,Regional Banks,Asia,Japan,Japan,,Kazumaro Kato,http://www.forbes.com/companies/bank-of-nagoya/,0.00206692586315754,0.124899598393574
Canadian Utilities,7.407,2.551,0.2814,13.008,1941,Utilities,Electric Utilities,North America,Canada,Canada,,Nancy Southern,http://www.forbes.com/companies/canadian-utilities/,0.0216328413284133,0.11030968247746
Empresas CMPC,5.383,4.836,0.2853,14.769,1943,Materials,Forest Products,South America,Chile,Chile,,Hernán Wilson,http://www.forbes.com/companies/empresas-cmpc/,0.0193174893357709,0.0589950372208437
SEIBU,7.499,4.142,0.266,12.52,1943,,,Asia,Japan,Japan,,Takashi Goto,http://www.forbes.com/companies/seibu/,0.0212460063897764,0.0642201834862385
Galenica,9.784,3.938,0.3127,3.636,1945,,,Europe,Switzerland,Switzerland,,Etienne Jornod,http://www.forbes.com/companies/galenica/,0.086001100110011,0.0794057897409853
Tech Mahindra,6.982,4.009,0.4196,3.335,1945,,,Asia,India,India,,Chander Gurnani,http://www.forbes.com/companies/tech-mahindra/,0.125817091454273,0.104664504864056
Andhra Bank,0.552,3.073,0.1072,29.989,1947,Financials,Regional Banks,Asia,India,India,,Suresh Patel,http://www.forbes.com/companies/andhra-bank/,0.00357464403614659,0.0348844777090791
Crescent Point Energy,8.718,1.848,-0.6802,12.682,1947,Energy,Oil & Gas Operations,North America,Canada,Canada,,Scott Saxberg,http://www.forbes.com/companies/crescent-point-energy/,-0.053635073332282,-0.368073593073593
